8973025,"{'y': 43.9303311, 'x': 4.7872808, 'street_count': 3}"
8973155,"{'y': 43.9273868, 'x': 4.7893326, 'street_count': 3}"
8973161,"{'y': 43.927149, 'x': 4.7885458, 'street_count': 3}"
8973164,"{'y': 43.9268733, 'x': 4.7884784, 'street_count': 3}"
8973170,"{'y': 43.9271804, 'x': 4.7885308, 'street_count': 3}"
8973191,"{'y': 43.9280592, 'x': 4.7904442, 'street_count': 3}"
8973486,"{'y': 43.9242455, 'x': 4.7871056, 'street_count': 4}"
8973733,"{'y': 43.9340188, 'x': 4.784318, 'street_count': 3}"
8973735,"{'y': 43.9339003, 'x': 4.7844288, 'street_count': 3}"
8973736,"{'y': 43.933871, 'x': 4.7844102, 'street_count': 3}"
8973857,"{'y': 43.934636, 'x': 4.7840827, 'street_count': 3}"
8973861,"{'y': 43.9344057, 'x': 4.7860853, 'street_count': 3}"
8973866,"{'y': 43.9307325, 'x': 4.7869625, 'street_count': 3}"
8974120,"{'y': 43.9302026, 'x': 4.7843273, 'street_count': 3}"
8974121,"{'y': 43.9305331, 'x': 4.7841736, 'street_count': 3}"
8974590,"{'y': 43.930488, 'x': 4.7839699, 'street_count': 3}"
8974591,"{'y': 43.9301517, 'x': 4.7841065, 'street_count': 3}"
8974596,"{'y': 43.9339885, 'x': 4.7824306, 'street_count': 3}"
8974597,"{'y': 43.934825, 'x': 4.7820668, 'street_count': 3}"
8974600,"{'y': 43.9352803, 'x': 4.7819191, 'street_count': 3}"
8975295,"{'y': 43.9678637, 'x': 4.7425418, 'street_count': 3}"
8975789,"{'y': 43.95879, 'x': 4.7316944, 'street_count': 3}"
13800328,"{'y': 43.9444039, 'x': 4.8054907, 'street_count': 3}"
13800329,"{'y': 43.9451797, 'x': 4.8055747, 'street_count': 4}"
20931416,"{'y': 43.9300362, 'x': 4.8145626, 'street_count': 3}"
20935061,"{'y': 43.9320988, 'x': 4.8289616, 'street_count': 3}"
20935064,"{'y': 43.9318387, 'x': 4.8293582, 'street_count': 3}"
20935065,"{'y': 43.9316567, 'x': 4.8286173, 'street_count': 3}"
20935070,"{'y': 43.931734, 'x': 4.8297332, 'street_count': 3}"
20935072,"{'y': 43.9297692, 'x': 4.8208658, 'street_count': 3}"
20935074,"{'y': 43.9294003, 'x': 4.8205364, 'street_count': 3}"
21550054,"{'y': 43.9842756, 'x': 4.8869198, 'street_count': 2}"
21550058,"{'y': 43.9841242, 'x': 4.8873457, 'street_count': 2}"
21550061,"{'y': 43.9848876, 'x': 4.8863849, 'street_count': 3}"
21550062,"{'y': 43.9849604, 'x': 4.8861276, 'street_count': 3}"
21550073,"{'y': 43.9778249, 'x': 4.886907, 'street_count': 3}"
21550074,"{'y': 43.9778102, 'x': 4.8872332, 'street_count': 3}"
21550078,"{'y': 43.9774405, 'x': 4.8874039, 'street_count': 3}"
21550079,"{'y': 43.9773468, 'x': 4.8873055, 'street_count': 3}"
21550080,"{'y': 43.9772782, 'x': 4.8870219, 'street_count': 3}"
21550081,"{'y': 43.9782788, 'x': 4.8870255, 'street_count': 3}"
21550164,"{'y': 43.9742737, 'x': 4.8970305, 'street_count': 3}"
21550298,"{'y': 43.986955, 'x': 4.8961957, 'street_count': 3}"
21550310,"{'y': 43.9868226, 'x': 4.8964483, 'street_count': 3}"
21550311,"{'y': 43.9869815, 'x': 4.8965639, 'street_count': 3}"
21550312,"{'y': 43.9868529, 'x': 4.8970067, 'street_count': 3}"
21550313,"{'y': 43.9866758, 'x': 4.8969299, 'street_count': 3}"
21550316,"{'y': 43.9870032, 'x': 4.896843, 'street_count': 3}"
21550489,"{'y': 43.9626439, 'x': 4.8728495, 'street_count': 3}"
21550490,"{'y': 43.9626083, 'x': 4.8726859, 'street_count': 3}"
21550493,"{'y': 43.9625178, 'x': 4.8729584, 'street_count': 3}"
21550494,"{'y': 43.9619122, 'x': 4.8747787, 'street_count': 3}"
21550497,"{'y': 43.9618043, 'x': 4.8749981, 'street_count': 3}"
21550498,"{'y': 43.9619264, 'x': 4.8750041, 'street_count': 3}"
21550502,"{'y': 43.9590808, 'x': 4.8749903, 'street_count': 3}"
21550503,"{'y': 43.9588339, 'x': 4.8748283, 'street_count': 3}"
21550505,"{'y': 43.95797, 'x': 4.8732001, 'street_count': 3}"
21550519,"{'y': 43.9564217, 'x': 4.8653431, 'street_count': 4}"
21550525,"{'y': 43.9570135, 'x': 4.866841, 'street_count': 4}"
21550527,"{'y': 43.9576065, 'x': 4.8673784, 'street_count': 3}"
21550529,"{'y': 43.9592153, 'x': 4.8661584, 'street_count': 3}"
21550531,"{'y': 43.9595907, 'x': 4.8665263, 'street_count': 3}"
21550535,"{'y': 43.9608955, 'x': 4.8652618, 'street_count': 3}"
21550542,"{'y': 43.961101, 'x': 4.8622651, 'street_count': 3}"
21550546,"{'y': 43.9619714, 'x': 4.8622255, 'street_count': 3}"
21550567,"{'y': 43.9558471, 'x': 4.8659594, 'street_count': 3}"
25276232,"{'y': 43.9040652, 'x': 4.8961462, 'street_count': 3}"
25276233,"{'y': 43.9039583, 'x': 4.8957882, 'street_count': 3}"
25276238,"{'y': 43.9039578, 'x': 4.894962, 'street_count': 3}"
25276239,"{'y': 43.9041862, 'x': 4.8942062, 'street_count': 3}"
25276244,"{'y': 43.9041939, 'x': 4.8965014, 'street_count': 3}"
